   9.2000000000000000E+01   5.8291924399999995E-03
   1.0160002799999999E+02   5.7220337600000009E-03
   1.1220179999999999E+02   5.6168450000000005E-03
   1.2022640000000000E+02   5.5122819999999994E-03
   1.2600000000000000E+02   5.4127400000000001E-03
   1.3300000000000000E+02   5.2630000000000003E-03
   1.4000000000000000E+02   5.0862399999999997E-03
   1.4800000000000000E+02   4.8618200000000002E-03
   1.5667510000000001E+02   4.6072759999999996E-03
   1.6218100600000000E+02   4.4425077099999998E-03
   1.6788040000000001E+02   4.2836319999999999E-03
   1.7579236100000000E+02   4.0632515200000000E-03
   1.8407720000000000E+02   3.8542090000000004E-03
   1.9386526700000002E+02   3.6172860200000003E-03
   2.0417380000000000E+02   3.3949270000000003E-03
   2.1290040800000000E+02   3.2146890400000000E-03
   2.2200000000000000E+02   3.0440200000000001E-03
   2.3210071599999998E+02   2.8615181100000000E-03
   2.4266100000000000E+02   2.6899580000000001E-03
   2.5409726299999997E+02   2.5136426300000000E-03
   2.6607249999999999E+02   2.3488839999999999E-03
   2.7384196800000001E+02   2.2468454299999999E-03
   2.8592361900000003E+02   2.1020383699999999E-03
   2.9853829999999999E+02   1.9665640000000001E-03
   3.0726369199999999E+02   1.8775536100000001E-03
   3.2083225700000003E+02   1.7515346900000002E-03
   3.3500000000000000E+02   1.6339740000000001E-03
   3.4378236699999997E+02   1.5643907600000001E-03
   3.5738949499999995E+02   1.4655323000000002E-03
   3.7153519999999997E+02   1.3729210000000000E-03
   3.8238423600000004E+02   1.3053615800000000E-03
   3.9072841000000000E+02   1.2568828000000000E-03
   4.0358731200000000E+02   1.1875194300000000E-03
   4.1686940000000004E+02   1.1219839999999999E-03
   4.3027887400000003E+02   1.0593610900000001E-03
   4.4061829699999998E+02   1.0146985400000001E-03
   4.5659513800000002E+02   9.5121033500000004E-04
   4.7315129999999999E+02   8.9169450000000001E-04
   4.8696754700000002E+02   8.4477491699999998E-04
   4.9759385300000002E+02   8.1121262700000005E-04
