   1.0000000000000000E-03   3.4929808392842546E-04   2.8628842985720753E+03
   1.0999999999999999E-02   3.7903537413580910E-03   2.6382761827440891E+02
   2.1000000000000001E-02   7.1827745388909348E-03   1.3922196702479351E+02
   3.1000000000000007E-02   1.0542416179941873E-02   9.4854915887556416E+01
   4.1000000000000002E-02   1.3875595547389832E-02   7.2068978703268144E+01
   5.1000000000000004E-02   1.7186036338468626E-02   5.8186773279516174E+01
   6.0999999999999999E-02   2.0476273726135818E-02   4.8837010745934940E+01
   7.0999999999999994E-02   2.3748178093970736E-02   4.2108493377598656E+01
   8.0999999999999989E-02   2.7003202867922033E-02   3.7032644049344682E+01
   9.0999999999999998E-02   3.0242519389505226E-02   3.3066028233977775E+01
   1.0100000000000001E-01   3.3467097662111020E-02   2.9880093281352163E+01
   2.0099999999999998E-01   6.5040421856142672E-02   1.5375054027352627E+01
   3.0099999999999999E-01   9.5646792676431294E-02   1.0455133643455815E+01
   4.0099999999999997E-01   1.2549243688178782E-01   7.9686077093393815E+00
   5.0100000000000000E-01   1.5469542781021517E-01   6.4643151653249191E+00
   6.0099999999999998E-01   1.8333469142962663E-01   5.4545050486740640E+00
   7.0099999999999996E-01   2.1146765347136548E-01   4.7288556125932928E+00
   8.0099999999999993E-01   2.3913843139761612E-01   4.1816783448633457E+00
   9.0100000000000002E-01   2.6638223466772354E-01   3.7540040958338210E+00
   1.0009999999999999E+00   2.9322796940110213E-01   3.4103158782650613E+00
   1.1010000000000000E+00   3.1969989139380633E-01   3.1279334992585284E+00
   1.2010000000000001E+00   3.4581871274425929E-01   2.8916885152467806E+00
   1.3009999999999999E+00   3.7160237316245925E-01   2.6910484760623810E+00
   1.4010000000000000E+00   3.9706659692390611E-01   2.5184692133436757E+00
   1.5009999999999999E+00   4.2222530595678548E-01   2.3684037548008776E+00
   1.6009999999999998E+00   4.4709093323294136E-01   2.2366814571007740E+00
   1.7009999999999998E+00   4.7167466561940075E-01   2.1201053880788896E+00
   1.8009999999999997E+00   4.9598663521322267E-01   2.0161833585901041E+00
   1.9009999999999998E+00   5.2003607233185944E-01   1.9229435287363166E+00
   2.0009999999999999E+00   5.4383142944175378E-01   1.8388050889712391E+00
   2.1010000000000000E+00   5.6738048284551634E-01   1.7624857220763364E+00
   2.2009999999999996E+00   5.9069041682003487E-01   1.6929341860385545E+00
   2.3009999999999997E+00   6.1376789404503018E-01   1.6292804001354841E+00
   2.4009999999999998E+00   6.3661911497190471E-01   1.5707979488553878E+00
   2.5009999999999999E+00   6.5924986837812616E-01   1.5168755398619660E+00
   2.6010000000000000E+00   6.8166557425702334E-01   1.4669950159797100E+00
   2.7009999999999996E+00   7.0387132134014518E-01   1.4207142267084227E+00
   2.8009999999999997E+00   7.2587189903162852E-01   1.3776535520028816E+00
   2.9009999999999998E+00   7.4767182568889567E-01   1.3374851982400331E+00
   3.0009999999999999E+00   7.6927537311504013E-01   1.2999246238062747E+00
   3.1010000000000000E+00   7.9068658807253256E-01   1.2647236150011267E+00
   3.2009999999999996E+00   8.1190931152475798E-01   1.2316646524499264E+00
   3.3009999999999997E+00   8.3294719550908258E-01   1.2005562962353429E+00
   3.4009999999999998E+00   8.5380371819255829E-01   1.1712293805851877E+00
   3.5009999999999999E+00   8.7448219740657851E-01   1.1435338569105986E+00
   3.6010000000000000E+00   8.9498580263248673E-01   1.1173361600358660E+00
   3.7009999999999996E+00   9.1531756591570013E-01   1.0925169987310166E+00
   3.8009999999999997E+00   9.3548039185178589E-01   1.0689694927977031E+00
   3.9009999999999998E+00   9.5547706607915028E-01   1.0465975955901821E+00
